timestamp,symbol,confidence,prediction,target
2023-05-25,crypto_ohlcv,0.7730683,1,1
2023-05-26,crypto_ohlcv,0.77743375,1,0
2023-05-26,crypto_ohlcv,0.76304704,1,1
2023-05-28,crypto_ohlcv,0.70470554,1,0
2023-05-31,crypto_ohlcv,0.63597816,1,0
2023-05-31,crypto_ohlcv,0.643378,1,1
2023-06-01,crypto_ohlcv,0.7345471,1,1
2023-06-08,crypto_ohlcv,0.60378706,1,0
2023-06-08,crypto_ohlcv,0.91426706,1,1
2023-06-10,crypto_ohlcv,0.7122833,1,0
2023-06-11,crypto_ohlcv,0.7528151,1,0
2023-06-12,crypto_ohlcv,0.7320942,1,0
2023-06-12,crypto_ohlcv,0.6009378,1,0
2023-06-14,crypto_ohlcv,0.7300154,1,1
2023-06-15,crypto_ohlcv,0.71021986,1,1
2023-06-16,crypto_ohlcv,0.8294374,1,1
2023-06-16,crypto_ohlcv,0.8803856,1,1
2023-06-17,crypto_ohlcv,0.7261299,1,0
2023-06-18,crypto_ohlcv,0.88541913,1,1
2023-06-19,crypto_ohlcv,0.8951334,1,1
2023-06-20,crypto_ohlcv,0.8762082,1,1
2023-06-22,crypto_ohlcv,0.79909396,1,0
2023-06-24,crypto_ohlcv,0.6542187,1,0
2023-06-26,crypto_ohlcv,0.6205194,1,0
2023-06-26,crypto_ohlcv,0.65054476,1,0
2023-06-27,crypto_ohlcv,0.69616926,1,0
2023-06-27,crypto_ohlcv,0.84426403,1,1
2023-06-28,crypto_ohlcv,0.8599157,1,1
2023-06-28,crypto_ohlcv,0.90034914,1,1
2023-06-28,crypto_ohlcv,0.8921888,1,0
2023-07-02,crypto_ohlcv,0.752443,1,0
2023-07-03,crypto_ohlcv,0.7754988,1,1
2023-07-04,crypto_ohlcv,0.70859474,1,0
2023-07-06,crypto_ohlcv,0.618222,1,0
2023-07-07,crypto_ohlcv,0.86641794,1,0
2023-07-07,crypto_ohlcv,0.60671014,1,0
2023-07-08,crypto_ohlcv,0.6591767,1,0
2023-07-09,crypto_ohlcv,0.73870444,1,0
2023-07-09,crypto_ohlcv,0.63721174,1,0
2023-07-09,crypto_ohlcv,0.9436451,1,1
2023-07-09,crypto_ohlcv,0.8256936,1,1
2023-07-12,crypto_ohlcv,0.62155205,1,0
2023-07-12,crypto_ohlcv,0.6077508,1,0
2023-07-20,crypto_ohlcv,0.6545585,1,0
2023-07-21,crypto_ohlcv,0.693696,1,1
2023-07-27,crypto_ohlcv,0.6341786,1,0
2023-07-28,crypto_ohlcv,0.6161238,1,0
2023-07-30,crypto_ohlcv,0.65296364,1,0
2023-07-30,crypto_ohlcv,0.7724135,1,1
2023-07-31,crypto_ohlcv,0.6218154,1,0
2023-08-01,crypto_ohlcv,0.657309,1,0
2023-08-01,crypto_ohlcv,0.69100153,1,0
2023-08-02,crypto_ohlcv,0.85285765,1,0
2023-08-02,crypto_ohlcv,0.6120989,1,0
2023-08-04,crypto_ohlcv,0.70672315,1,1
2023-08-06,crypto_ohlcv,0.60015064,1,1
2023-08-07,crypto_ohlcv,0.91097504,1,1
2023-08-07,crypto_ohlcv,0.69018453,1,0
2023-08-07,crypto_ohlcv,0.6909077,1,0
2023-08-09,crypto_ohlcv,0.6255847,1,0
2023-08-09,crypto_ohlcv,0.63082564,1,0
2023-08-10,crypto_ohlcv,0.61180335,1,0
2023-08-10,crypto_ohlcv,0.8615016,1,1
2023-08-10,crypto_ohlcv,0.78238875,1,1
2023-08-10,crypto_ohlcv,0.8133311,1,1
2023-08-11,crypto_ohlcv,0.71178216,1,0
2023-08-11,crypto_ohlcv,0.71703327,1,1
2023-08-12,crypto_ohlcv,0.8642561,1,0
2023-08-14,crypto_ohlcv,0.7589965,1,0
2023-08-15,crypto_ohlcv,0.768907,1,0
2023-08-15,crypto_ohlcv,0.6549587,1,0
2023-08-15,crypto_ohlcv,0.65322596,1,0
2023-08-15,crypto_ohlcv,0.89984846,1,0
2023-08-17,crypto_ohlcv,0.8125141,1,0
2023-08-18,crypto_ohlcv,0.885816,1,1
2023-08-18,crypto_ohlcv,0.6878109,1,0
2023-08-20,crypto_ohlcv,0.8702054,1,1
2023-08-20,crypto_ohlcv,0.8274667,1,1
2023-08-21,crypto_ohlcv,0.66041726,1,0
2023-08-21,crypto_ohlcv,0.8989855,1,1
2023-08-21,crypto_ohlcv,0.90034026,1,1
2023-08-21,crypto_ohlcv,0.8537871,1,1
2023-08-22,crypto_ohlcv,0.79649055,1,1
2023-08-23,crypto_ohlcv,0.6528934,1,0
2023-08-25,crypto_ohlcv,0.7166211,1,0
2023-08-26,crypto_ohlcv,0.8344056,1,1
2023-08-26,crypto_ohlcv,0.7427718,1,1
2023-08-26,crypto_ohlcv,0.63291156,1,0
2023-08-28,crypto_ohlcv,0.70581913,1,0
2023-08-29,crypto_ohlcv,0.83423454,1,1
2023-08-29,crypto_ohlcv,0.8034133,1,1
2023-08-30,crypto_ohlcv,0.68723416,1,0
2023-08-30,crypto_ohlcv,0.6432366,1,0
2023-08-30,crypto_ohlcv,0.7167198,1,0
2023-09-01,crypto_ohlcv,0.6969383,1,0
2023-09-02,crypto_ohlcv,0.7098025,1,0
2023-09-03,crypto_ohlcv,0.67250574,1,0
2023-09-03,crypto_ohlcv,0.64552176,1,0
2023-09-04,crypto_ohlcv,0.60209846,1,0
2023-09-05,crypto_ohlcv,0.91610986,1,1
2023-09-05,crypto_ohlcv,0.66502684,1,0
2023-09-06,crypto_ohlcv,0.85690117,1,1
2023-09-09,crypto_ohlcv,0.7639487,1,0
2023-09-10,crypto_ohlcv,0.84647596,1,0
2023-09-10,crypto_ohlcv,0.7516148,1,1
2023-09-10,crypto_ohlcv,0.8064457,1,1
2023-09-11,crypto_ohlcv,0.65540415,1,0
2023-09-14,crypto_ohlcv,0.812372,1,0
2023-09-14,crypto_ohlcv,0.85731816,1,1
2023-09-14,crypto_ohlcv,0.72112775,1,0
2023-09-16,crypto_ohlcv,0.7333107,1,0
2023-09-19,crypto_ohlcv,0.648313,1,0
2023-09-19,crypto_ohlcv,0.64685017,1,0
2023-09-20,crypto_ohlcv,0.6275661,1,0
2023-09-22,crypto_ohlcv,0.8209795,1,1
2023-09-22,crypto_ohlcv,0.77379745,1,1
2023-09-22,crypto_ohlcv,0.69292164,1,1
2023-09-24,crypto_ohlcv,0.60819036,1,0
2023-09-24,crypto_ohlcv,0.6876589,1,0
2023-09-26,crypto_ohlcv,0.6328879,1,0
2023-09-26,crypto_ohlcv,0.6394594,1,0
2023-09-27,crypto_ohlcv,0.639737,1,1
2023-09-28,crypto_ohlcv,0.63841707,1,0
2023-09-28,crypto_ohlcv,0.8237419,1,1
2023-09-28,crypto_ohlcv,0.8545613,1,1
2023-09-28,crypto_ohlcv,0.7058004,1,1
2023-09-28,crypto_ohlcv,0.6284631,1,0
2023-09-28,crypto_ohlcv,0.78999126,1,1
2023-09-28,crypto_ohlcv,0.9343688,1,1
2023-09-29,crypto_ohlcv,0.89828473,1,1
2023-09-30,crypto_ohlcv,0.648423,1,0
2023-10-01,crypto_ohlcv,0.62946963,1,0
2023-10-01,crypto_ohlcv,0.6216236,1,1
2023-10-01,crypto_ohlcv,0.84089327,1,1
2023-10-02,crypto_ohlcv,0.8536284,1,1
2023-10-02,crypto_ohlcv,0.7722875,1,1
2023-10-03,crypto_ohlcv,0.6171545,1,0
2023-10-03,crypto_ohlcv,0.62550056,1,0
2023-10-04,crypto_ohlcv,0.73397464,1,0
2023-10-07,crypto_ohlcv,0.6116022,1,0
2023-10-08,crypto_ohlcv,0.915202,1,1
2023-10-09,crypto_ohlcv,0.7532361,1,0
2023-10-10,crypto_ohlcv,0.6051692,1,0
2023-10-10,crypto_ohlcv,0.67898196,1,0
2023-10-10,crypto_ohlcv,0.68752843,1,0
2023-10-11,crypto_ohlcv,0.8652624,1,1
2023-10-11,crypto_ohlcv,0.7382643,1,1
2023-10-12,crypto_ohlcv,0.6660297,1,0
2023-10-12,crypto_ohlcv,0.7283144,1,0
2023-10-12,crypto_ohlcv,0.90366846,1,1
2023-10-12,crypto_ohlcv,0.8260906,1,1
