timestamp,actual,predicted,signal,confidence_score,profit,cumulative_profit
2024-01-01,39.766,37.13730695488664,HOLD,6.610403473101038,0.0,0.0
2024-01-02,37.074,37.55801653954275,HOLD,1.3055417261227558,0.0,0.0
2024-01-03,34.184,35.535279811655364,HOLD,3.9529598983599548,0.0,0.0
2024-01-04,38.503,36.418210315404295,HOLD,5.414616223659728,0.0,0.0
2024-01-05,38.576,37.786502836127376,HOLD,2.046601938699255,0.0,0.0
2024-01-06,40.037,38.80628696745407,HOLD,3.0739391876162756,0.0,0.0
2024-01-07,36.548,38.10143335493133,HOLD,4.250392237417447,0.0,0.0
2024-01-08,42.272,39.2193758225644,HOLD,7.2213857339032845,0.0,0.0
2024-01-09,39.845,40.636515847597934,HOLD,1.9864872571161638,0.0,0.0
2024-01-10,41.044,40.61047009336562,HOLD,1.056256472649782,0.0,0.0
2024-01-11,38.579,40.02758299006485,HOLD,3.754848466950542,0.0,0.0
2024-01-12,36.779,38.249963443615464,HOLD,3.9994655744187173,0.0,0.0
2024-01-13,39.058,38.22715344860222,HOLD,2.1272122264267925,0.0,0.0
2024-01-14,36.847,38.048609468382395,HOLD,3.261078156654256,0.0,0.0
2024-01-15,41.067,38.894319606949566,HOLD,5.290574897242152,0.0,0.0
2024-01-16,40.755,40.49107058545436,HOLD,0.6476000847641841,0.0,0.0
2024-01-17,39.154,40.13012052445022,HOLD,2.4930288717633355,0.0,0.0
2024-01-18,36.023,38.14460921673813,HOLD,5.889596137851175,0.0,0.0
2024-01-19,36.144,36.76552967399505,HOLD,1.7195929448734202,0.0,0.0
2024-01-20,35.426,36.09380344022003,HOLD,1.8850658844352361,0.0,0.0
2024-01-21,35.934,35.9229399154966,HOLD,0.030778884909552433,0.0,0.0
2024-01-22,33.837,34.98038139022164,HOLD,3.3790861785076522,0.0,0.0
2024-01-23,33.027,33.70545645738103,HOLD,2.054247910440038,0.0,0.0
2024-01-24,33.033,33.49549825140723,HOLD,1.4001097430061626,0.0,0.0
2024-01-25,31.784,32.63020323420413,HOLD,2.6623560099551113,0.0,0.0
2024-01-26,33.747,59.628656713777275,BUY,76.69320743703818,1.2890000000000015,1.2890000000000015
2024-01-27,35.036,34.42174989047428,HOLD,1.7531970245625077,0.0,1.2890000000000015
2024-01-28,36.462,35.746472368209965,HOLD,1.9623927151281848,0.0,1.2890000000000015
2024-01-29,37.551,37.08978145402749,HOLD,1.2282457084299059,0.0,1.2890000000000015
2024-01-30,35.426,36.94412912985412,HOLD,4.285352932462364,0.0,1.2890000000000015
2024-01-31,33.878,35.62390867259398,HOLD,5.1535175411593865,0.0,1.2890000000000015
2024-02-01,33.918,34.898587508666054,HOLD,2.8910534485112773,0.0,1.2890000000000015
2024-02-02,34.708,35.076217360227226,HOLD,1.0609005423165472,0.0,1.2890000000000015
2024-02-03,33.086,34.572929967358405,HOLD,4.494136394119588,0.0,1.2890000000000015
2024-02-04,32.384,33.690628567828,HOLD,4.03479671389575,0.0,1.2890000000000015
2024-02-05,31.936,33.00013360384161,HOLD,3.332081675355747,0.0,1.2890000000000015
2024-02-06,31.224,32.30426699545646,HOLD,3.459732883219506,0.0,1.2890000000000015
2024-02-07,33.033,32.886315254302005,HOLD,0.4440551742136538,0.0,1.2890000000000015
2024-02-08,32.823,33.41231089067148,HOLD,1.795420560800284,0.0,1.2890000000000015
2024-02-09,34.893,34.46306051491359,HOLD,1.232165434575438,0.0,1.2890000000000015
2024-02-10,35.04,35.35226500274587,HOLD,0.8911672452793025,0.0,1.2890000000000015
2024-02-11,35.187,35.859512902838915,HOLD,1.9112538802367856,0.0,1.2890000000000015
2024-02-12,36.907,37.230024874387084,HOLD,0.8752401289378366,0.0,1.2890000000000015
2024-02-13,34.78,36.629375739250094,HOLD,5.317354051897908,0.0,1.2890000000000015
2024-02-14,35.489,36.38082693625664,HOLD,2.5129672187343743,0.0,1.2890000000000015
2024-02-15,34.163,35.79741747901008,HOLD,4.784174337763318,0.0,1.2890000000000015
2024-02-16,34.625,35.53968997041147,HOLD,2.641703885664904,0.0,1.2890000000000015
2024-02-17,37.855,37.10427770924885,HOLD,1.9831522672068396,0.0,1.2890000000000015
2024-02-18,38.906,38.95385969933362,HOLD,0.12301367227065518,0.0,1.2890000000000015
2024-02-19,37.576,39.140212687316215,HOLD,4.16279723045618,0.0,1.2890000000000015
2024-02-20,36.449,38.56826779623833,HOLD,5.814337282883845,0.0,1.2890000000000015
2024-02-21,35.085,37.13971184059837,HOLD,5.856382615358052,0.0,1.2890000000000015
2024-02-22,34.119,36.31827459855214,HOLD,6.445894072370634,0.0,1.2890000000000015
2024-02-23,32.925,34.96849693380499,HOLD,6.206520679741824,0.0,1.2890000000000015
2024-02-24,34.654,34.875607196730684,HOLD,0.6394851870799338,0.0,1.2890000000000015
2024-02-25,35.81,35.8431979076492,HOLD,0.09270569016809876,0.0,1.2890000000000015
2024-02-26,36.675,36.649443197657746,HOLD,0.06968453263054185,0.0,1.2890000000000015
2024-02-27,40.14,38.69123607289858,HOLD,3.6092773470389075,0.0,1.2890000000000015
2024-02-28,43.299,41.70771191437886,HOLD,3.6751150964713672,0.0,1.2890000000000015
2024-02-29,40.927,42.97267432619772,HOLD,4.998349075665745,0.0,1.2890000000000015
2024-03-01,45.321,43.94999603061521,HOLD,3.025096466063828,0.0,1.2890000000000015
2024-03-02,42.76,44.95064785975104,HOLD,5.123124087350417,0.0,1.2890000000000015
2024-03-03,40.7,43.346335133476416,HOLD,6.50205192500347,0.0,1.2890000000000015
