Price,Adj Close,Close,Close.1,High,High.1,Low,Low.1,Open,Open.1,Volume,Volume.1,label
Ticker,COOKIE,COOKIE,DAO-USD,COOKIE,DAO-USD,COOKIE,DAO-USD,COOKIE,DAO-USD,COOKIE,DAO-USD,0
Date,,,,,,,,,,,,0
2024-01-01,,,1.1767330169677734,,1.2063130140304565,,1.1754180192947388,,1.1867899894714355,,2598843,0
2024-01-02,,,1.147994041442871,,1.186020016670227,,1.140949010848999,,1.1768909692764282,,4030397,0
2024-01-03,,,1.0616739988327026,,1.2096760272979736,,1.0616739988327026,,1.148015022277832,,6433879,0
2024-01-04,,,1.0836230516433716,,1.1094119548797607,,1.0231050252914429,,1.0622769594192505,,4925946,0
2024-01-05,,,1.0675389766693115,,1.0971640348434448,,1.0654269456863403,,1.083806037902832,,3186786,0
2024-01-06,,,1.1117949485778809,,1.139732003211975,,1.0382779836654663,,1.0670859813690186,,5986344,0
2024-01-07,,,1.0953749418258667,,1.1247299909591675,,1.0873949527740479,,1.1119550466537476,,4733329,0
2024-01-08,,,1.086035966873169,,1.0952500104904175,,1.050549030303955,,1.0952500104904175,,4616443,0
2024-01-09,,,1.16812002658844,,1.252120018005371,,1.0726100206375122,,1.0858880281448364,,11897992,0
2024-01-10,,,1.1881040334701538,,1.245758056640625,,1.1231780052185059,,1.168375015258789,,13825967,0
2024-01-11,,,1.136544942855835,,1.2880430221557617,,1.1163610219955444,,1.188370943069458,,8670126,0
2024-01-12,,,1.1015050411224365,,1.152040958404541,,1.0953019857406616,,1.1376869678497314,,5277062,0
2024-01-13,,,1.1541850566864014,,1.1599370241165161,,1.0836730003356934,,1.1007670164108276,,4373325,0
2024-01-14,,,1.144608974456787,,1.1745539903640747,,1.1334340572357178,,1.1541579961776733,,4719366,0
2024-01-15,,,1.0822750329971313,,1.1645289659500122,,1.0789910554885864,,1.1445870399475098,,6883244,0
2024-01-16,,,1.1385689973831177,,1.1476540565490723,,1.0780500173568726,,1.082718014717102,,3871555,0
2024-01-17,,,1.1023670434951782,,1.1410410404205322,,1.0998610258102417,,1.1390119791030884,,3313061,0
2024-01-18,,,1.0555579662322998,,1.1037060022354126,,1.0504289865493774,,1.102391004562378,,3387643,0
2024-01-19,,,1.0700759887695312,,1.1622740030288696,,1.049136996269226,,1.0555579662322998,,6331301,0
2024-01-20,,,1.0726710557937622,,1.0802279710769653,,1.063730001449585,,1.0700160264968872,,2804443,0
2024-01-21,,,1.0698000192642212,,1.0740150213241577,,1.0646569728851318,,1.072674036026001,,2383589,0
2024-01-22,,,1.0313539505004883,,1.072898030281067,,1.0302319526672363,,1.0698659420013428,,3113047,0
2024-01-23,,,1.002573013305664,,1.0339679718017578,,0.9750499725341797,,1.0313680171966553,,3897871,0
2024-01-24,,,0.98921799659729,,1.0208189487457275,,0.9501060247421265,,1.0025429725646973,,5400310,0
2024-01-25,,,0.9734870195388794,,0.9957020282745361,,0.962660014629364,,0.9892249703407288,,3534848,0
2024-01-26,,,0.9838060140609741,,0.9942439794540405,,0.9601519703865051,,0.9735090136528015,,2746717,0
2024-01-27,,,0.9616230130195618,,0.9853159785270691,,0.9524449706077576,,0.9839329719543457,,2222129,0
2024-01-28,,,0.9521780014038086,,0.9696999788284302,,0.9484819769859314,,0.9615949988365173,,2200751,0
