Price,Adj Close,Adj Close.1,Close,Close.1,Close.2,High,High.1,High.2,Low,Low.1,Low.2,Open,Open.1,Open.2,Volume,Volume.1,Volume.2,label
Ticker,COVALENT,TOKEN-USD,COVALENT,TOKEN-USD,X,COVALENT,TOKEN-USD,X,COVALENT,TOKEN-USD,X,COVALENT,TOKEN-USD,X,COVALENT,TOKEN-USD,X,0
Date,,,,,,,,,,,,,,,,,,0
2024-01-02,,,,,47.61016845703125,,,48.24549955242788,,,47.5605339252419,,,48.14623048884917,,,6317700,0
2024-01-03,,,,,47.5009651184082,,,48.14622532305344,,,47.292497835136956,,,47.35206153901658,,,7197400,0
2024-01-04,,,,,47.550601959228516,,,47.91790198793283,,,47.47118368984838,,,47.70943471111726,,,6405100,0
2024-01-05,,,,,47.99732208251953,,,48.04696040012182,,,47.50096920147229,,,47.60024204980491,,,4029000,0
2024-01-08,,,,,48.13630294799805,,,48.31498649708726,,,47.79878284527955,,,47.848417374852765,,,3219900,0
2024-01-09,,,,,48.046958923339844,,,48.344769885440215,,,47.93776068696628,,,48.03702974537579,,,7234500,0
2024-01-10,,,,,47.92782974243164,,,48.16608077545335,,,47.79878072863026,,,47.947684310756095,,,3399000,0
2024-01-11,,,,,47.381839752197266,,,48.00724536584565,,,46.14095770195052,,,47.79877809025335,,,7808800,0
2024-01-12,,,,,47.05425262451172,,,47.64987454153216,,,47.00461430903352,,,47.53075091550242,,,4210300,0
2024-01-16,,,,,46.88549041748047,,,47.22301051171307,,,46.706803086011924,,,47.074103139865365,,,3078600,0
2024-01-17,,,,,46.87556457519531,,,46.93512449386347,,,46.62738814908669,,,46.66709349924155,,,4831300,0
2024-01-18,,,,,47.1038818359375,,,47.1038818359375,,,46.69687268831413,,,47.054247312933946,,,4017800,0
2024-01-19,,,,,47.481117248535156,,,47.5506063472195,,,46.88549153383412,,,46.88549153383412,,,3278600,0
2024-01-22,,,,,47.56053161621094,,,47.61016614559057,,,47.361989711820556,,,47.361989711820556,,,3753000,0
2024-01-23,,,,,47.85834503173828,,,48.12637604836908,,,47.292503036697276,,,47.570459444963866,,,4963500,0
2024-01-24,,,,,48.017173767089844,,,48.49367204984032,,,47.92783010239465,,,48.3348392889235,,,8316900,0
2024-01-25,,,,,48.027103424072266,,,48.106517911887366,,,47.85834148379855,,,48.106517911887366,,,5457900,0
2024-01-26,,,,,47.95761489868164,,,48.255425858562965,,,47.84841666312173,,,48.00724942751656,,,2585300,0
2024-01-29,,,,,47.89805221557617,,,48.056884983365386,,,47.86827225501316,,,48.056884983365386,,,2054900,0
2024-01-30,,,,,47.818634033203125,,,47.98739597942973,,,47.69951040384264,,,47.86827235006923,,,2752900,0
2024-01-31,,,,,46.677024841308594,,,48.046959837275004,,,46.309724773960525,,,47.84841792980754,,,8529700,0
2024-02-01,,,,,46.28986358642578,,,46.8656308702044,,,45.654532602861224,,,46.746507257503886,,,19797200,0
2024-02-02,,,,,45.51555252075195,,,46.72665462509851,,,45.51555252075195,,,46.65716553257419,,,5183100,0
2024-02-05,,,,,45.16810989379883,,,45.56519369332818,,,45.058911659584666,,,45.30708808757257,,,4234600,0
2024-02-06,,,,,45.25745391845703,,,45.594974014673596,,,44.919933822240466,,,44.94971378203634,,,2847200,0
2024-02-07,,,,,45.73395538330078,,,46.12111003500137,,,45.07876971422161,,,45.158187995017656,,,3696800,0
2024-02-08,,,,,46.0218391418457,,,46.051619102524654,,,45.57512079730187,,,45.73395356570946,,,4493800,0
2024-02-09,,,,,46.00196075439453,,,46.23052912134687,,,45.743576484997796,,,45.842956508212026,,,2157100,0
2024-02-12,,,,,45.42556381225586,,,46.111272640969425,,,45.42556381225586,,,45.83301239253729,,,2165500,0
2024-02-13,,,,,45.316253662109375,,,45.49513392003816,,,45.077749178844606,,,45.197001420476994,,,2695100,0
2024-02-14,,,,,45.35600280761719,,,45.584571169206335,,,45.276502581871476,,,45.316250799264246,,,2279300,0
2024-02-15,,,,,45.49513626098633,,,45.584576394552855,,,45.018123478951736,,,45.018123478951736,,,2088600,0
2024-02-16,,,,,45.71376419067383,,,45.73364019523718,,,45.29637946772424,,,45.34606758365249,,,3223300,0
2024-02-20,,,,,45.49513626098633,,,45.813144782342725,,,45.35600800676298,,,45.36594790547071,,,2412700,0
2024-02-21,,,,,45.88270568847656,,,45.942333703655216,,,45.45538484805743,,,45.45538484805743,,,1786200,0
2024-02-22,,,,,46.23052978515625,,,46.32990601883713,,,45.316252513258824,,,45.962209405065494,,,4049500,0
2024-02-23,,,,,46.965919494628906,,,47.105051518704634,,,46.10133419529563,,,46.30009043872949,,,2710400,0
2024-02-26,,,,,47.35350036621094,,,47.64169296601388,,,46.67773134902262,,,46.70754346152904,,,4269400,0
2024-02-27,,,,,47.08517837524414,,,47.39324696986685,,,47.055362472794,,,47.34355885373031,,,2392700,0
2024-02-28,,,,,47.2143669128418,,,47.36343505282367,,,46.7274180653602,,,46.94605032641087,,,2359300,0
2024-02-29,,,,,47.04542541503906,,,47.33362179015016,,,46.96592139805937,,,47.14480164530349,,,2645800,0
2024-03-01,,,,,47.10505294799805,,,47.32368141054504,,,47.00567292778564,,,47.144801165122864,,,1840300,0
2024-03-04,,,,,47.393245697021484,,,47.70131807433052,,,46.975860983531966,,,47.09511321724895,,,3762900,0
2024-03-05,,,,,47.46281051635742,,,47.83051091143128,,,47.26405805421613,,,47.26405805421613,,,4474500,0
2024-03-06,,,,,46.90629959106445,,,47.77088496994722,,,46.69760722218937,,,47.70132084698886,,,4151800,0
2024-03-07,,,,,47.27399444580078,,,47.41312268652212,,,46.061584706440094,,,47.065302084718766,,,3591200,0
2024-03-08,,,,,47.144805908203125,,,47.49263032749977,,,47.065305674995095,,,47.214370033870345,,,2194300,0
2024-03-11,,,,,46.806915283203125,,,47.363432006924725,,,46.787043070713096,,,47.20442777028427,,,1993300,0
2024-03-12,,,,,46.54853820800781,,,47.02555095264546,,,46.54853820800781,,,46.93611082609088,,,1363900,0
2024-03-13,,,,,40.605751037597656,,,46.47897616856986,,,39.611973494008716,,,46.44916405536954,,,34517500,0
2024-03-14,,,,,38.02192306518555,,,40.34736241901179,,,36.15362421343187,,,38.9362002783706,,,28992300,0
2024-03-15,,,,,38.60825729370117,,,39.05545796089042,,,37.03809069563299,,,37.763547870868614,,,9639600,0
2024-03-18,,,,,38.62812805175781,,,39.08526855552921,,,38.35980768790071,,,38.409499592695056,,,4479300,0
2024-03-19,,,,,39.50265884399414,,,39.55234696485107,,,38.55856938387008,,,38.55856938387008,,,5023000,0
2024-03-20,,,,,39.443023681640625,,,39.920036379213855,,,39.35358356391065,,,39.50265169044725,,,3256700,0
2024-03-21,,,,,39.800785064697266,,,39.870349181085935,,,39.095204003635004,,,39.48277659236047,,,2877000,0
2024-03-22,,,,,39.4132194519043,,,39.9200443597214,,,39.38340733702114,,,39.86042012995509,,,2300600,0
2024-03-25,,,,,39.999542236328125,,,40.24798659804445,,,39.293961158884194,,,39.33371316658923,,,4084100,0
2024-03-26,,,,,40.43680191040039,,,40.625622046673236,,,39.92003719637789,,,40.079045223117134,,,3208000,0
2024-03-27,,,,,40.7647590637207,,,41.341148121019486,,,40.54612677080004,,,40.60575479367681,,,3623500,0
2024-03-28,,,,,40.526241302490234,,,41.08275801320772,,,40.307612851568315,,,40.93368988629556,,,2508600,0
2024-04-01,,,,,41.5697135925293,,,41.788342059142785,,,40.546120215583485,,,40.764752473157195,,,4361500,0
2024-04-02,,,,,41.142391204833984,,,41.4902118234971,,,39.94985741219408,,,41.24176744132047,,,4709400,0
2024-04-03,,,,,41.6193962097168,,,41.838024647447156,,,40.96350331460629,,,41.24175975769568,,,2871000,0
2024-04-04,,,,,40.8442497253418,,,42.00697125753681,,,40.77468561044534,,,41.5895827771981,,,2279200,0
2024-04-05,,,,,40.96350860595703,,,41.18213707192813,,,40.78462835773327,,,40.943632601603255,,,1634000,0
2024-04-08,,,,,40.29767990112305,,,41.11257720920596,,,40.228115774161864,,,41.00326106942108,,,1926900,0
2024-04-09,,,,,41.669090270996094,,,41.73865439170545,,,40.307616177306954,,,40.725000901563085,,,3944500,0
2024-04-10,,,,,42.34485626220703,,,42.394544374767975,,,41.28151473137097,,,41.60945930704116,,,4537000,0
2024-04-11,,,,,41.96722412109375,,,42.36473664459142,,,41.89765999812572,,,42.33492074120484,,,3075600,0
2024-04-12,,,,,41.07282257080078,,,42.31504434527271,,,40.67531008658576,,,42.265352441525835,,,4328300,0
2024-04-15,,,,,40.56599426269531,,,41.58958379929294,,,40.38711402257689,,,41.24176321626268,,,2067400,0
2024-04-16,,,,,40.049232482910156,,,40.44674499920597,,,39.81072800590092,,,40.3374288676766,,,2185700,0
2024-04-17,,,,,38.88652038574219,,,40.86413578018983,,,38.538695934741035,,,39.99955028883194,,,5839600,0
2024-04-18,,,,,38.697696685791016,,,39.4927217637682,,,38.36975206344187,,,39.1945854640465,,,3320600,0
