Price,Adj Close,Close,Close.1,High,High.1,Low,Low.1,Open,Open.1,Volume,Volume.1,label
Ticker,OFFICIAL,OFFICIAL,TRUMP-USD,OFFICIAL,TRUMP-USD,OFFICIAL,TRUMP-USD,OFFICIAL,TRUMP-USD,OFFICIAL,TRUMP-USD,0
Date,,,,,,,,,,,,0
2024-01-01,,,0.0009710000013001263,,0.0009710000013001263,,0.0001250000059371814,,0.0008379999781027436,,6453,0
2024-01-02,,,0.0012069999938830733,,0.0015409999759867787,,0.0009710000013001263,,0.0009710000013001263,,10395,0
2024-01-03,,,0.0009139999747276306,,0.0012159999459981918,,0.0009139999747276306,,0.0012069999938830733,,2622,0
2024-01-04,,,0.0009459999855607748,,0.0009519999730400741,,0.000846999988425523,,0.0009139999747276306,,4286,0
2024-01-05,,,0.0009350000182166696,,0.0013289999915286899,,0.0009350000182166696,,0.0009459999855607748,,2736,0
2024-01-06,,,0.0009759999811649323,,0.0009950000094249845,,0.0009330000029876828,,0.0009350000182166696,,3609,0
2024-01-07,,,0.0010939999483525753,,0.001196000026538968,,0.0009529999806545675,,0.0009759999811649323,,1840,0
2024-01-08,,,0.0007999999797903001,,0.0014669999945908785,,0.0007999999797903001,,0.0010939999483525753,,3845,0
2024-01-09,,,0.0016339999856427312,,0.0018230000277981162,,0.0007999999797903001,,0.0007999999797903001,,2066,0
2024-01-10,,,0.001171999960206449,,0.0016449999529868364,,0.0009710000013001263,,0.0016339999856427312,,4859,0
2024-01-11,,,0.0011239999439567327,,0.0011749999830499291,,0.0011239999439567327,,0.001171999960206449,,3592,0
2024-01-12,,,0.001117000007070601,,0.0011239999439567327,,0.001117000007070601,,0.0011239999439567327,,1431,0
2024-01-13,,,0.0011129999766126275,,0.001117000007070601,,0.0010939999483525753,,0.001117000007070601,,1787,0
2024-01-14,,,0.001117000007070601,,0.001117000007070601,,0.0011129999766126275,,0.0011129999766126275,,715,0
2024-01-15,,,0.001133000012487173,,0.001133000012487173,,0.0010949999559670687,,0.001117000007070601,,1028,0
2024-01-16,,,0.0011660000309348106,,0.0014100000262260437,,0.0010849999962374568,,0.001133000012487173,,4240,0
2024-01-17,,,0.0012400000123307109,,0.0012400000123307109,,0.001158999977633357,,0.0011660000309348106,,747,0
2024-01-18,,,0.0040420000441372395,,0.008643999695777893,,0.00120900000911206,,0.0012400000123307109,,518907,0
2024-01-19,,,0.0023590000346302986,,0.004608000162988901,,0.0022169998846948147,,0.0040420000441372395,,79869,0
2024-01-20,,,0.0025839998852461576,,0.0033390000462532043,,0.0022539999336004257,,0.0023590000346302986,,31805,0
2024-01-21,,,0.002947000088170171,,0.0038320000749081373,,0.0019809999503195286,,0.0025839998852461576,,45069,0
2024-01-22,,,0.0034920000471174717,,0.005504999775439501,,0.002689999993890524,,0.002947000088170171,,106272,0
2024-01-23,,,0.0032939999364316463,,0.004701000172644854,,0.003254000097513199,,0.0034920000471174717,,33500,0
2024-01-24,,,0.0029349999967962503,,0.0034839999862015247,,0.0029349999967962503,,0.0032939999364316463,,20362,0
2024-01-25,,,0.0025239998940378428,,0.003034000052139163,,0.0022950000129640102,,0.0029349999967962503,,13148,0
2024-01-26,,,0.003109999932348728,,0.0033259999472647905,,0.0025019999593496323,,0.0025239998940378428,,25455,0
2024-01-27,,,0.0024590000975877047,,0.003148999996483326,,0.0022120000794529915,,0.003109999932348728,,12877,0
2024-01-28,,,0.0025649999734014273,,0.002718999981880188,,0.0024590000975877047,,0.0024590000975877047,,9253,0
2024-01-29,,,0.0024770000018179417,,0.002675000112503767,,0.002082000020891428,,0.0025649999734014273,,15110,0
2024-01-30,,,0.0019990000873804092,,0.0024770000018179417,,0.00184299994725734,,0.0024770000018179417,,7488,0
2024-01-31,,,0.0019340000580996275,,0.0019990000873804092,,0.0018269999418407679,,0.0019990000873804092,,2848,0
2024-02-01,,,0.0016139999497681856,,0.0019340000580996275,,0.0016139999497681856,,0.0019340000580996275,,3746,0
2024-02-02,,,0.0016499999910593033,,0.0016769999638199806,,0.0016139999497681856,,0.0016139999497681856,,926,0
2024-02-03,,,0.0016530000139027834,,0.0016530000139027834,,0.0016499999910593033,,0.0016499999910593033,,81,0
2024-02-04,,,0.0012420000275596976,,0.0016530000139027834,,0.0012420000275596976,,0.0016530000139027834,,4047,0
2024-02-05,,,0.0015780000248923898,,0.0015780000248923898,,0.00120599998626858,,0.0012420000275596976,,3913,0
2024-02-06,,,0.002853000070899725,,0.002853000070899725,,0.0015780000248923898,,0.0015780000248923898,,15683,0
2024-02-07,,,0.002455000067129731,,0.0030400000978261232,,0.001978999935090542,,0.002853000070899725,,40855,0
2024-02-08,,,0.0020550000481307507,,0.002612000098451972,,0.0020550000481307507,,0.002455000067129731,,10447,0
2024-02-09,,,0.002203000010922551,,0.002203000010922551,,0.00203699991106987,,0.0020550000481307507,,2963,0
2024-02-10,,,0.002191999927163124,,0.002203000010922551,,0.0021720000077039003,,0.002203000010922551,,407,0
2024-02-11,,,0.0022929999977350235,,0.0023539999965578318,,0.002191999927163124,,0.002191999927163124,,1819,0
2024-02-12,,,0.002225999953225255,,0.0022929999977350235,,0.002225999953225255,,0.0022929999977350235,,401,0
2024-02-13,,,0.0024300001095980406,,0.002437999937683344,,0.002225999953225255,,0.002225999953225255,,703,0
2024-02-14,,,0.001967000076547265,,0.0024300001095980406,,0.001967000076547265,,0.0024300001095980406,,5923,0
2024-02-15,,,0.0024770000018179417,,0.0029619999695569277,,0.001967000076547265,,0.001967000076547265,,12829,0
2024-02-16,,,0.0021170000545680523,,0.002486000070348382,,0.002022000029683113,,0.0024770000018179417,,5437,0
2024-02-17,,,0.0022770001087337732,,0.0022770001087337732,,0.0020550000481307507,,0.0021170000545680523,,3306,0
2024-02-18,,,0.0022120000794529915,,0.0022770001087337732,,0.0022120000794529915,,0.0022770001087337732,,1027,0
2024-02-19,,,0.001979999942705035,,0.0022120000794529915,,0.001979999942705035,,0.0022120000794529915,,2721,0
2024-02-20,,,0.0019650000613182783,,0.001979999942705035,,0.001917000045068562,,0.001979999942705035,,710,0
2024-02-21,,,0.002078999998047948,,0.002078999998047948,,0.0017079999670386314,,0.0019650000613182783,,7199,0
2024-02-22,,,0.0021359999664127827,,0.0022249999456107616,,0.002078999998047948,,0.002078999998047948,,2176,0
2024-02-23,,,0.0021359999664127827,,0.0021359999664127827,,0.0021359999664127827,,0.0021359999664127827,,0,0
2024-02-24,,,0.0017750000115484,,0.0021359999664127827,,0.0017049999441951513,,0.0021359999664127827,,8047,0
2024-02-25,,,0.0018500000005587935,,0.0019499999471008778,,0.0016580000519752502,,0.0017750000115484,,13012,0
2024-02-26,,,0.001471000025048852,,0.0018500000005587935,,0.001446999958716333,,0.0018500000005587935,,4247,0
