Price,Adj Close,Adj Close.1,Close,Close.1,Close.2,High,High.1,High.2,Low,Low.1,Low.2,Open,Open.1,Open.2,Volume,Volume.1,Volume.2,label
Ticker,(MOODENGSOL.COM)-USD,DENG,(MOODENGSOL.COM)-USD,DENG,MOO,(MOODENGSOL.COM)-USD,DENG,MOO,(MOODENGSOL.COM)-USD,DENG,MOO,(MOODENGSOL.COM)-USD,DENG,MOO,(MOODENGSOL.COM)-USD,DENG,MOO,0
Date,,,,,,,,,,,,,,,,,,0
2024-01-02,,,,,73.73246002197266,,,74.1966760413482,,,73.19088081475395,,,73.19088081475395,,,39000,0
2024-01-03,,,,,73.04581451416016,,,73.61641323061006,,,72.84272230681938,,,73.46167209446654,,,49800,0
2024-01-04,,,,,72.96844482421875,,,73.43266085977241,,,72.85239634917802,,,73.3649634565108,,,55000,0
2024-01-05,,,,,72.99746704101562,,,73.58739736086598,,,72.53325098816727,,,72.88141118318758,,,103700,0
2024-01-08,,,,,73.21989440917969,,,73.2489065275139,,,72.26245761183353,,,72.74601259330622,,,41700,0
2024-01-09,,,,,72.40752410888672,,,72.87173274971695,,,72.36883882574031,,,72.87173274971695,,,56900,0
2024-01-10,,,,,72.04969024658203,,,72.24310928243587,,,71.83692488006484,,,72.23344349556746,,,67700,0
2024-01-11,,,,,71.59515380859375,,,71.94331400708501,,,71.35337630288947,,,71.94331400708501,,,68900,0
2024-01-12,,,,,71.37271881103516,,,72.23344609494626,,,71.2856750768443,,,71.94331015226146,,,28000,0
2024-01-16,,,,,70.18317413330078,,,70.715087597786,,,70.12514989298018,,,70.70541443157792,,,54900,0
2024-01-17,,,,,69.48684692382812,,,69.73829757134098,,,69.29342788941098,,,69.66092700618884,,,55900,0
2024-01-18,,,,,69.50619506835938,,,69.56421930450622,,,69.00329376020868,,,69.39013921760227,,,30100,0
2024-01-19,,,,,69.80599975585938,,,69.89303611377376,,,69.03230880823426,,,69.50619801842491,,,76800,0
2024-01-22,,,,,68.7034912109375,,,69.28375570083202,,,68.5777695746404,,,68.92592236580647,,,59500,0
2024-01-23,,,,,68.97428131103516,,,69.27408303430593,,,68.66480642229854,,,68.74217698909854,,,147800,0
2024-01-24,,,,,68.9259262084961,,,69.53521022854734,,,68.8775751357462,,,69.44816649205558,,,271400,0
2024-01-25,,,,,68.99362182617188,,,69.31276988760285,,,68.54875212469089,,,69.22573353182906,,,41200,0
2024-01-26,,,,,69.45783996582031,,,69.68027851253959,,,69.22573563158646,,,69.22573563158646,,,42100,0
2024-01-29,,,,,69.77698516845703,,,69.80599728673563,,,68.94527001164111,,,69.3224423061898,,,70700,0
2024-01-30,,,,,69.59323120117188,,,69.69961388607825,,,69.13868834356526,,,69.54488013069113,,,42900,0
2024-01-31,,,,,68.55842590332031,,,69.4675116457798,,,68.45204321522554,,,69.42882636115773,,,72700,0
2024-02-01,,,,,70.11547088623047,,,70.11547088623047,,,69.2450704616053,,,69.55454534830943,,,79200,0
2024-02-02,,,,,69.80599975585938,,,70.0574504206071,,,69.36113004343723,,,69.86402399446897,,,54200,0
2024-02-05,,,,,69.14836120605469,,,69.66092829737761,,,68.95494216805245,,,69.6319161795236,,,52100,0
2024-02-06,,,,,69.64159393310547,,,69.74797662455443,,,69.24507528707503,,,69.24507528707503,,,51900,0
