Price,Adj Close,Adj Close.1,Close,Close.1,Close.2,High,High.1,High.2,Low,Low.1,Low.2,Open,Open.1,Open.2,Volume,Volume.1,Volume.2,label
Ticker,FLAMENGO,TOKEN-USD,FAN,FLAMENGO,TOKEN-USD,FAN,FLAMENGO,TOKEN-USD,FAN,FLAMENGO,TOKEN-USD,FAN,FLAMENGO,TOKEN-USD,FAN,FLAMENGO,TOKEN-USD,0
Date,,,,,,,,,,,,,,,,,,0
2024-01-02,,,15.988258361816406,,,16.126174379716065,,,15.939003849027456,,,16.007960918507674,,,76300,,,0
2024-01-03,,,15.623771667480469,,,15.781389324283873,,,15.564665868215215,,,15.781389324283873,,,81900,,,0
2024-01-04,,,15.732132911682129,,,15.80109092593818,,,15.623770720481058,,,15.623770720481058,,,71000,,,0
2024-01-05,,,15.801092147827148,,,15.909452468468292,,,15.633623208523431,,,15.633623208523431,,,29500,,,0
2024-01-08,,,15.948857307434082,,,15.948857307434082,,,15.781389310545416,,,15.781389310545416,,,25700,,,0
2024-01-09,,,15.919303894042969,,,15.919303894042969,,,15.820792973426114,,,15.870049373204306,,,29100,,,0
2024-01-10,,,15.948857307434082,,,15.948857307434082,,,15.810941270682576,,,15.919303468357441,,,31900,,,0
2024-01-11,,,15.791239738464355,,,15.89960005135483,,,15.682877546634504,,,15.89960005135483,,,19900,,,0
2024-01-12,,,15.791239738464355,,,15.929153888837346,,,15.751834621820999,,,15.830642976168333,,,21400,,,0
2024-01-16,,,15.298686027526855,,,15.52526074958831,,,15.269133129682208,,,15.52526074958831,,,80300,,,0
2024-01-17,,,15.003154754638672,,,15.062261491861884,,,14.944048956885178,,,15.062261491861884,,,28500,,,0
2024-01-18,,,15.062261581420898,,,15.131218659033228,,,14.983453224301172,,,15.08196414043569,,,33500,,,0
2024-01-19,,,15.150919914245605,,,15.170621532095266,,,14.983451934910104,,,15.06226028524803,,,35800,,,0
2024-01-22,,,15.141069412231445,,,15.219877766611763,,,15.091813955876324,,,15.101665235041285,,,70400,,,0
2024-01-23,,,15.210026741027832,,,15.278984756862544,,,15.141069664662826,,,15.219878020357035,,,52500,,,0
2024-01-24,,,15.190325736999512,,,15.466154993099458,,,15.190325736999512,,,15.407049193670057,,,44600,,,0
2024-01-25,,,15.259281158447266,,,15.26913243710521,,,15.160771190276758,,,15.249429879789323,,,27000,,,0
2024-01-26,,,15.141069412231445,,,15.259281943801923,,,15.141069412231445,,,15.239580324941688,,,26000,,,0
2024-01-29,,,15.219878196716309,,,15.269133654463358,,,15.07211276294487,,,15.121368220691922,,,104000,,,0
2024-01-30,,,15.101665496826172,,,15.160772233370862,,,15.062261318952947,,,15.121368055497637,,,25800,,,0
2024-01-31,,,15.091814041137695,,,15.377494562247728,,,15.091814041137695,,,15.219877852596634,,,61900,,,0
2024-02-01,,,15.338090896606445,,,15.367644735254391,,,15.1607725620674,,,15.190325461245619,,,53100,,,0
2024-02-02,,,15.081962585449219,,,15.170621273465695,,,15.0524087499741,,,15.170621273465695,,,53600,,,0
2024-02-05,,,14.766729354858398,,,14.953899902326532,,,14.747027735870525,,,14.953899902326532,,,58000,,,0
2024-02-06,,,14.904644012451172,,,14.924345630866423,,,14.73717602830804,,,14.776580204608209,,,54000,,,0
2024-02-07,,,14.973600387573242,,,15.032707119000932,,,14.914494595615176,,,14.973600387573242,,,34300,,,0
2024-02-08,,,14.806134223937988,,,14.924346761796347,,,14.806134223937988,,,14.924346761796347,,,40700,,,0
