Price,Close,High,Low,Open,Volume,label
Ticker,SAFE-USD,SAFE-USD,SAFE-USD,SAFE-USD,SAFE-USD,0
Date,,,,,,0
2024-01-01,0.10743699967861176,0.13853399455547333,0.09193000197410583,0.12703800201416016,780,0
2024-01-02,0.09529300034046173,0.28128600120544434,0.09470699727535248,0.1074410006403923,1367,0
2024-01-03,0.10057800263166428,0.10462799668312073,0.06776899844408035,0.09529600292444229,18,0
2024-01-04,0.11588200181722641,0.11621599644422531,0.09712699800729752,0.10057800263166428,135,0
2024-01-05,0.0954279974102974,0.11595200002193451,0.08590500056743622,0.11588200181722641,490,0
2024-01-06,0.09147900342941284,0.10388600081205368,0.08059299737215042,0.09542600065469742,2,0
2024-01-07,0.08929800242185593,0.15536600351333618,0.08225700259208679,0.09147900342941284,4,0
2024-01-08,0.11205299943685532,0.11244399845600128,0.046668000519275665,0.08930200338363647,35,0
2024-01-09,0.10568200051784515,0.11736399680376053,0.10568200051784515,0.11205799877643585,0,0
2024-01-10,0.07749199867248535,0.10568200051784515,0.047015998512506485,0.10568200051784515,2334,0
2024-01-11,0.09695199877023697,0.10397499799728394,0.049830999225378036,0.07749199867248535,465,0
2024-01-12,0.08542799949645996,0.1014150008559227,0.0854170024394989,0.09695199877023697,4,0
2024-01-13,0.08654099702835083,1.3038389682769775,0.08542799949645996,0.08542799949645996,428,0
2024-01-14,0.08193500339984894,1.298045039176941,0.07445300370454788,0.08654099702835083,419,0
2024-01-15,0.06920800358057022,0.08596500009298325,0.06877700239419937,0.08193500339984894,542,0
2024-01-16,1.4882999658584595,1.4894590377807617,0.04890099912881851,0.06920800358057022,2761,0
2024-01-17,0.08523400127887726,1.4882999658584595,0.08523400127887726,1.4882999658584595,0,0
2024-01-18,0.1027899980545044,0.10284099727869034,0.08523400127887726,0.08523400127887726,1,0
2024-01-19,0.13696099817752838,1.2538800239562988,0.10169800370931625,0.1027899980545044,3,0
2024-01-20,0.12710000574588776,0.14178699254989624,0.12677200138568878,0.13696099817752838,3,0
2024-01-21,0.0864659994840622,0.14430099725723267,0.07094299793243408,0.12710000574588776,835,0
2024-01-22,0.08389200270175934,0.08653999865055084,0.08384200185537338,0.0864659994840622,1,0
2024-01-23,0.04734700173139572,0.08389200270175934,0.04611999914050102,0.08389200270175934,2,0
2024-01-24,1.2098000049591064,1.210548996925354,0.04709500074386597,0.04734700173139572,48,0
2024-01-25,1.1408129930496216,1.2098000049591064,1.1331119537353516,1.2098000049591064,1,0
2024-01-26,0.05877299979329109,1.1477110385894775,0.05801299959421158,1.1408129930496216,33,0
2024-01-27,0.13464300334453583,0.1387760043144226,0.048023998737335205,0.05877299979329109,18,0
2024-01-28,0.1348239928483963,0.23987999558448792,0.1339389979839325,0.13464300334453583,6,0
2024-01-29,0.07509099692106247,0.13800600171089172,0.07277200371026993,0.1348239928483963,439,0
2024-01-30,0.07234899699687958,0.08381199836730957,0.07185199856758118,0.07509099692106247,432,0
2024-01-31,0.10794699937105179,0.10965300351381302,0.07234299927949905,0.07234899699687958,32,0
2024-02-01,0.1619970053434372,0.16279099881649017,0.10651800036430359,0.10794699937105179,0,0
2024-02-02,0.12657399475574493,0.16288700699806213,0.12656700611114502,0.1619970053434372,2,0
2024-02-03,0.06564199924468994,0.1320209950208664,0.04864899814128876,0.12657399475574493,28,0
2024-02-04,0.13204999268054962,0.1324159950017929,0.04953499883413315,0.06564199924468994,13,0
2024-02-05,0.13364200294017792,0.6138200163841248,0.12410199642181396,0.13204999268054962,5,0
2024-02-06,0.12497899681329727,0.13371099531650543,0.11330900341272354,0.13364200294017792,0,0
2024-02-07,0.5534219741821289,0.5536760091781616,0.07728800177574158,0.12497899681329727,2,0
2024-02-08,0.048666998744010925,0.5577399730682373,0.048650000244379044,0.5534219741821289,3,0
2024-02-09,0.07680699974298477,0.09196099638938904,0.04732099920511246,0.048666998744010925,943,0
2024-02-10,0.07713299989700317,0.07883799821138382,0.0751190036535263,0.07680699974298477,5,0
2024-02-11,0.0791890025138855,0.14374400675296783,0.07702499628067017,0.07713299989700317,966,0
2024-02-12,0.14858900010585785,0.1647759974002838,0.0776979997754097,0.0791890025138855,0,0
2024-02-13,0.0852930024266243,0.14919500052928925,0.08382999897003174,0.14858900010585785,504,0
2024-02-14,0.14711500704288483,0.14780199527740479,0.05990299955010414,0.0852930024266243,0,0
2024-02-15,0.11808700114488602,0.14868900179862976,0.09345900267362595,0.14711500704288483,8931,0
2024-02-16,0.0839800015091896,0.1589220017194748,0.08286800235509872,0.11808700114488602,1044,0
2024-02-17,0.09923999756574631,0.10109200328588486,0.08279100060462952,0.0839800015091896,8,0
2024-02-18,0.08427499979734421,0.1317320019006729,0.08309999853372574,0.09923999756574631,1042,0
2024-02-19,0.08943600207567215,0.11701399832963943,0.08377300202846527,0.08427499979734421,5227,0
2024-02-20,0.08803000301122665,0.10116899758577347,0.08407799899578094,0.08943600207567215,1090,0
2024-02-21,0.08480100333690643,0.09053000062704086,0.08219800144433975,0.08803000301122665,2092,0
2024-02-22,0.09598399698734283,0.11713699996471405,0.08406300097703934,0.08480100333690643,65,0
2024-02-23,0.08597300201654434,0.09598399698734283,0.07416500151157379,0.09598399698734283,1,0
2024-02-24,0.1330060064792633,0.1330060064792633,0.08174300193786621,0.08597300201654434,0,0
2024-02-25,0.07679300010204315,0.1330060064792633,0.07632900029420853,0.1330060064792633,1552,0
2024-02-26,0.08526699990034103,0.08734700083732605,0.07569500058889389,0.07679300010204315,25,0
2024-02-27,0.08393900096416473,0.09165199846029282,0.07358299940824509,0.08526699990034103,597,0
2024-02-28,0.08571700006723404,0.0968869999051094,0.07181800156831741,0.08393900096416473,1875,0
2024-02-29,0.1305689960718155,0.1394290030002594,0.08280400186777115,0.08571700006723404,93,0
2024-03-01,0.09739899635314941,0.13306400179862976,0.08041000366210938,0.1305689960718155,2518,0
2024-03-02,0.08218500018119812,0.10059399902820587,0.08128800243139267,0.09739899635314941,841,0
2024-03-03,0.08908600360155106,0.12029899656772614,0.08194600045681,0.08218500018119812,655,0
2024-03-04,0.1080389991402626,0.10842999815940857,0.08907700330018997,0.08908600360155106,179,0
2024-03-05,0.09533099830150604,0.11670199781656265,0.08881600201129913,0.1080389991402626,2373,0
2024-03-06,0.10181000083684921,0.10669399797916412,0.06666799634695053,0.09533099830150604,761,0
2024-03-07,0.0975089967250824,0.10393299907445908,0.09307000041007996,0.10181000083684921,2698,0
2024-03-08,0.09948799759149551,0.3446429967880249,0.09713300317525864,0.0975089967250824,3821,0
2024-03-09,0.10371900349855423,0.18809999525547028,0.0979359969496727,0.09948799759149551,909,0
2024-03-10,0.11247800290584564,0.11500400304794312,0.10368400067090988,0.10371900349855423,1811,0
2024-03-11,0.09675700217485428,0.12376099824905396,0.09115699678659439,0.11247800290584564,4629,0
2024-03-12,0.10827799886465073,0.10940500348806381,0.08382000029087067,0.09675700217485428,1518,0
2024-03-13,0.0972839966416359,0.20263700187206268,0.09655000269412994,0.10827799886465073,782,0
2024-03-14,0.10821399837732315,0.11348800361156464,0.09367799758911133,0.0972839966416359,3,0
2024-03-15,0.09026099741458893,0.5837249755859375,0.06902699917554855,0.10821399837732315,58,0
2024-03-16,0.08509200066328049,0.09786099940538406,0.08492100238800049,0.09026099741458893,663,0
2024-03-17,0.10527700185775757,0.11233499646186829,0.08507999777793884,0.08509200066328049,63,0
2024-03-18,0.09501499682664871,0.11003299802541733,0.0855259969830513,0.10527700185775757,1028,0
2024-03-19,0.09020400047302246,0.09583500027656555,0.07181300222873688,0.09501499682664871,21,0
2024-03-20,0.08586200326681137,0.1487489938735962,0.08081399649381638,0.09020400047302246,788,0
2024-03-21,0.08743699640035629,0.10128699988126755,0.08378999680280685,0.08586200326681137,1357,0
2024-03-22,0.09199299663305283,0.11200699955224991,0.08563800156116486,0.08743699640035629,33,0
2024-03-23,0.10342899709939957,0.13549299538135529,0.07652000337839127,0.09199299663305283,38,0
2024-03-24,0.10549400001764297,0.11216799914836884,0.09345799684524536,0.10342899709939957,1433,0
2024-03-25,0.10667199641466141,0.11437399685382843,0.08717700093984604,0.10549400001764297,2099,0
2024-03-26,0.08636099845170975,0.1074720025062561,0.08611200004816055,0.10667199641466141,2182,0
2024-03-27,0.10859999805688858,0.11559099704027176,0.08611799776554108,0.08636099845170975,54,0
2024-03-28,0.10119999945163727,0.12182299792766571,0.09021800011396408,0.10859999805688858,0,0
2024-03-29,0.1071460023522377,0.10862000286579132,0.07763999700546265,0.10119999945163727,701,0
2024-03-30,0.12062200158834457,0.1700499951839447,0.1071460023522377,0.1071460023522377,6979,0
2024-03-31,0.09267500042915344,0.12774799764156342,0.08970899879932404,0.12062200158834457,0,0
2024-04-01,0.11540299654006958,0.11615099757909775,0.08812899887561798,0.09267500042915344,697,0
2024-04-02,0.10041499882936478,0.1157969981431961,0.10001599788665771,0.11540299654006958,655,0
2024-04-03,0.08429300040006638,0.1040010005235672,0.07819399982690811,0.10041499882936478,67,0
2024-04-04,0.1219940036535263,0.12297800183296204,0.08390899747610092,0.08429300040006638,1378,0
2024-04-05,0.12147600203752518,0.12439200282096863,0.10439100116491318,0.1219940036535263,168,0
2024-04-06,0.10192800313234329,0.12180899828672409,0.10191400349140167,0.12147600203752518,87,0
2024-04-07,0.12619300186634064,0.12634700536727905,0.10192800313234329,0.10192800313234329,157,0
2024-04-08,0.1250080019235611,0.13063399493694305,0.11923199892044067,0.12619300186634064,1660,0
2024-04-09,0.13267000019550323,0.1328119933605194,0.11461599916219711,0.1250080019235611,49,0
2024-04-10,0.11796600371599197,0.1337510049343109,0.10998400300741196,0.13267000019550323,2607,0
2024-04-11,0.10774800181388855,0.11825300008058548,0.10774800181388855,0.11796600371599197,712,0
2024-04-12,0.09498299658298492,0.1170559972524643,0.09291599690914154,0.10774800181388855,188,0
2024-04-13,0.09484700113534927,0.10690800100564957,0.0915210023522377,0.09498299658298492,756,0
2024-04-14,0.12028100341558456,0.12067300081253052,0.09140100330114365,0.09484700113534927,658,0
2024-04-15,0.09921900182962418,0.12091100215911865,0.09920500218868256,0.12028100341558456,176,0
2024-04-16,0.11761900037527084,0.1185540035367012,0.09490899741649628,0.09921900182962418,382,0
2024-04-17,0.09206199645996094,0.11768899857997894,0.09203100204467773,0.11761900037527084,141,0
2024-04-18,0.11388400197029114,0.11389199644327164,0.09185799956321716,0.09206199645996094,474,0
2024-04-19,0.10974500328302383,0.11391200125217438,0.09128499776124954,0.11388400197029114,519,0
2024-04-20,0.1611260026693344,0.1611260026693344,0.10944300144910812,0.10974500328302383,111,0
2024-04-21,0.10123500227928162,0.1733749955892563,0.08136399835348129,0.1611260026693344,2,0
2024-04-22,0.09507899731397629,0.11543899774551392,0.09285899996757507,0.10123500227928162,1203,0
2024-04-23,0.08137600123882294,0.11084900051355362,0.08135899901390076,0.09507899731397629,721,0
2024-04-24,0.10748299956321716,0.10795500129461288,0.08136499673128128,0.08137600123882294,1505,0
2024-04-25,0.0901309996843338,0.10820300132036209,0.08986300230026245,0.10748299956321716,899,0
2024-04-26,0.10975199937820435,0.11073599755764008,0.08895999938249588,0.0901309996843338,1,0
2024-04-27,0.10797200351953506,0.11205899715423584,0.09545999765396118,0.10975199937820435,376,0
2024-04-28,0.0927560031414032,0.10799500346183777,0.09170600026845932,0.10797200351953506,46,0
2024-04-29,0.029676999896764755,0.09283600002527237,0.029676999896764755,0.0927560031414032,0,0
2024-04-30,0.08849500119686127,0.0885310024023056,0.025144999846816063,0.029676999896764755,3,0
2024-05-01,0.09682899713516235,0.09686700254678726,0.07001999765634537,0.08849500119686127,132,0
2024-05-02,0.08809100091457367,0.09689199924468994,0.08806300163269043,0.09682899713516235,301,0
2024-05-03,0.0947979986667633,0.09483099728822708,0.08805199712514877,0.08809100091457367,103,0
2024-05-04,0.030983999371528625,0.09486699849367142,0.03083599917590618,0.0947979986667633,0,0
2024-05-05,0.09928400069475174,0.11598099768161774,0.028967000544071198,0.030983999371528625,195,0
2024-05-06,0.09574300050735474,0.1152850016951561,0.08456899970769882,0.09928400069475174,1140,0
2024-05-07,0.09347700327634811,0.10061299800872803,0.07800199836492538,0.09574300050735474,2526,0
2024-05-08,0.11694599688053131,0.11698500066995621,0.0907839983701706,0.09347700327634811,43,0
2024-05-09,0.11872400343418121,0.11874300241470337,0.0884770005941391,0.11694599688053131,553,0
2024-05-10,0.10457299649715424,0.11903300136327744,0.10429099947214127,0.11872400343418121,10,0
2024-05-11,0.11516600102186203,0.11518599838018417,0.09939199686050415,0.10457299649715424,6,0
2024-05-12,0.09516700357198715,0.11525200307369232,0.08552499860525131,0.11516600102186203,29,0
2024-05-13,0.08764000236988068,0.10547900199890137,0.08735500276088715,0.09516700357198715,0,0
2024-05-14,0.07815399765968323,0.08848600089550018,0.07592800259590149,0.08764000236988068,2063,0
2024-05-15,0.08599399775266647,0.08606699854135513,0.0779149979352951,0.07815399765968323,0,0
2024-05-16,0.05860999971628189,0.11422699689865112,0.03060699999332428,0.08599399775266647,661,0
2024-05-17,0.11346700042486191,0.1147489994764328,0.058605000376701355,0.05860999971628189,0,0
2024-05-18,0.11506299674510956,0.1162709966301918,0.11236199736595154,0.11346700042486191,0,0
2024-05-19,0.11202000081539154,0.11648499965667725,0.11202000081539154,0.11506299674510956,0,0
2024-05-20,0.08805699646472931,0.11461599916219711,0.08198399841785431,0.11202000081539154,763,0
2024-05-21,0.11354099959135056,0.12305500358343124,0.08700799942016602,0.08805699646472931,0,0
2024-05-22,0.11625500023365021,0.1165120005607605,0.07525300234556198,0.11354099959135056,82,0
2024-05-23,0.11016400158405304,0.11656100302934647,0.10740700364112854,0.11625500023365021,22,0
2024-05-24,0.07000099867582321,0.1207600012421608,0.06999500095844269,0.11016400158405304,16,0
2024-05-25,0.0799970030784607,0.08001399785280228,0.06999199837446213,0.07000099867582321,0,0
2024-05-26,0.08896999806165695,0.11309099942445755,0.0799890011548996,0.0799970030784607,1,0
2024-05-27,0.09684400260448456,0.0978040024638176,0.08567599952220917,0.08896999806165695,694,0
2024-05-28,0.11963000148534775,0.11967899650335312,0.07936199754476547,0.09684400260448456,0,0
2024-05-29,0.08551400154829025,0.12009000033140182,0.08550100028514862,0.11963000148534775,10,0
2024-05-30,0.08954799920320511,0.12057799845933914,0.06099199876189232,0.08551400154829025,6848,0
2024-05-31,0.07698199898004532,0.10011500120162964,0.07647299766540527,0.08954799920320511,104,0
2024-06-01,0.08600900322198868,0.08602499961853027,0.07695300132036209,0.07698199898004532,14,0
2024-06-02,0.09255500137805939,0.09259399771690369,0.08599799871444702,0.08600900322198868,1,0
2024-06-03,0.0902160033583641,0.1055700033903122,0.0894479975104332,0.09255500137805939,712,0
2024-06-04,0.10147000104188919,0.10363099724054337,0.08946499973535538,0.0902160033583641,0,0
2024-06-05,0.09269800037145615,0.10221000015735626,0.09267699718475342,0.10147000104188919,7,0
2024-06-06,0.11799599975347519,0.11805199831724167,0.09269800037145615,0.09269800037145615,496,0
2024-06-07,0.09310200065374374,0.1180339977145195,0.09308499842882156,0.11799599975347519,2,0
2024-06-08,0.10000000149011612,0.10221599787473679,0.09308599680662155,0.09310200065374374,8,0
2024-06-09,0.08856700360774994,0.1000249981880188,0.08598899841308594,0.10000000149011612,4,0
2024-06-10,0.07201600074768066,0.08857300132513046,0.069132000207901,0.08856700360774994,743,0
2024-06-11,0.07935900241136551,0.0845239982008934,0.07114800065755844,0.07201600074768066,225,0
2024-06-12,0.11519499868154526,0.11522100120782852,0.07880400121212006,0.07935900241136551,0,0
2024-06-13,0.08726699650287628,0.1510459929704666,0.08726699650287628,0.11519499868154526,32,0
2024-06-14,0.07102599740028381,0.08731099963188171,0.0710040032863617,0.08726699650287628,1,0
2024-06-15,0.0825750008225441,0.08778700232505798,0.07101999968290329,0.07102599740028381,0,0
2024-06-16,0.10202600061893463,0.1453150063753128,0.05357600003480911,0.0825750008225441,1,0
2024-06-17,0.07100799679756165,0.11556000262498856,0.053977999836206436,0.10202600061893463,0,0
2024-06-18,0.09502100199460983,0.143436998128891,0.07097599655389786,0.07100799679756165,24,0
2024-06-19,0.07076200097799301,0.10967499762773514,0.050200000405311584,0.09502100199460983,1,0
2024-06-20,0.11596299707889557,0.11597400158643723,0.06900600343942642,0.07076200097799301,9,0
2024-06-21,0.08659400045871735,0.11601699888706207,0.06798499822616577,0.11596299707889557,10,0
2024-06-22,0.08907800167798996,0.0918629989027977,0.08657699823379517,0.08659400045871735,0,0
2024-06-23,0.0761289969086647,0.1349940001964569,0.0689919963479042,0.08907800167798996,15,0
2024-06-24,0.07111900299787521,0.0761289969086647,0.06643400341272354,0.0761289969086647,57,0
2024-06-25,0.10459800064563751,0.11444400250911713,0.07076399773359299,0.07111900299787521,25,0
2024-06-26,0.07016699761152267,0.10465200245380402,0.07016000151634216,0.10459800064563751,13,0
2024-06-27,0.10182700306177139,0.10211300104856491,0.07015600055456161,0.07016699761152267,0,0
2024-06-28,0.062182001769542694,0.10241500288248062,0.06212000176310539,0.10182700306177139,1,0
2024-06-29,0.06322699785232544,0.07191400229930878,0.05931299924850464,0.062182001769542694,68,0
2024-06-30,0.06592600047588348,0.06595700234174728,0.06322000175714493,0.06322699785232544,0,0
2024-07-01,0.10110499709844589,0.10329599678516388,0.06591500341892242,0.06592600047588348,0,0
2024-07-02,0.06798800081014633,0.10113800317049026,0.06798399984836578,0.10110499709844589,0,0
2024-07-03,0.06503500044345856,0.08372099697589874,0.061969999223947525,0.06798800081014633,86,0
2024-07-04,0.06363199651241302,0.06503500044345856,0.06190599873661995,0.06503500044345856,21,0
2024-07-05,0.08212199807167053,0.08982200175523758,0.05930599942803383,0.06363199651241302,272,0
2024-07-06,0.0450109988451004,0.1165279969573021,0.04437600076198578,0.08212199807167053,0,0
2024-07-07,0.0908610001206398,0.09161499887704849,0.04334399849176407,0.0450109988451004,0,0
2024-07-08,0.057482000440359116,0.09087499976158142,0.05619699880480766,0.0908610001206398,9,0
2024-07-09,0.059133000671863556,0.06176599860191345,0.053651001304388046,0.057482000440359116,138,0
2024-07-10,0.08260100334882736,0.0885929986834526,0.059126999229192734,0.059133000671863556,1,0
2024-07-11,0.06769099831581116,0.08278100192546844,0.067501001060009,0.08260100334882736,6,0
2024-07-12,0.057909999042749405,0.09926699846982956,0.05723100155591965,0.06769099831581116,579,0
2024-07-13,0.06296300143003464,0.06953900307416916,0.05778999999165535,0.057909999042749405,157,0
2024-07-14,0.05774899944663048,0.08237399905920029,0.05017099902033806,0.06296300143003464,615,0
2024-07-15,0.0872500017285347,0.10701300203800201,0.055406998842954636,0.05774899944663048,1,0
2024-07-16,0.05918800085783005,0.1046840026974678,0.05008700117468834,0.0872500017285347,11,0
2024-07-17,0.05678800120949745,0.10624299943447113,0.05678800120949745,0.05918800085783005,2,0
2024-07-18,0.07376299798488617,0.09872599691152573,0.05678800120949745,0.05678800120949745,2,0
2024-07-19,0.10438700020313263,0.10823500156402588,0.04751000180840492,0.07376299798488617,0,0
